Locus,gene,mol_type,Len,sci_name,kew_id,family,genus,species,infraspecies,Duplicates,Ini_sci_name,TaxID
GU476403.1,18S ribosomal RNA,genomic DNA,1618,Corynocarpus laevigatus,272100-1,Corynocarpaceae,Corynocarpus,laevigatus,,False,Corynocarpus laevigatus,4312
U42525.1,18S ribosomal RNA,genomic DNA,1740,Crassula rupestris subsp. marnieriana,878790-1,Crassulaceae,Crassula,rupestris,marnieriana,False,Crassula rupestris subsp. marnieriana,2823420
U42526.1,18S ribosomal RNA,genomic DNA,1722,Dudleya viscida,85644-2,Crassulaceae,Dudleya,viscida,,False,Dudleya viscida,23004
PV256627.1,rrn18,genomic DNA,1908,Graptopetalum paraguayense,113312-2,Crassulaceae,Graptopetalum,paraguayense,,False,Graptopetalum paraguayense,264171
U42527.1,18S ribosomal RNA,genomic DNA,1738,Kalanchoe daigremontiana,274315-1,Crassulaceae,Kalanchoe,daigremontiana,,False,Kalanchoe daigremontiana,23013
AB742450.1,18S ribosomal RNA,genomic DNA,1639,Kalanchoe pinnata,274438-1,Crassulaceae,Kalanchoe,pinnata,,False,Kalanchoe pinnata,80913
OP312070.1,18S ribosomal RNA,genomic DNA,1942,Rhodiola chrysanthemifolia subsp. sacra,878862-1,Crassulaceae,Rhodiola,chrysanthemifolia,sacra,False,Rhodiola sacra,203000
OR188139.1,rrn18,genomic DNA,1941,Rhodiola coccinea subsp. coccinea,77224457-1,Crassulaceae,Rhodiola,coccinea,coccinea,False,Rhodiola juparensis,1871911
NC_082108.1,18S ribosomal RNA,genomic DNA,1941,Rhodiola coccinea subsp. coccinea,77224457-1,Crassulaceae,Rhodiola,coccinea,coccinea,False,Rhodiola juparensis,1871911
OP312067.1,18S ribosomal RNA,genomic DNA,1942,Rhodiola crenulata,274793-1,Crassulaceae,Rhodiola,crenulata,,False,Rhodiola crenulata,242839
NC_070303.1,18S ribosomal RNA,genomic DNA,1942,Rhodiola crenulata,274793-1,Crassulaceae,Rhodiola,crenulata,,False,Rhodiola crenulata,242839
PP024540.1,rrn18,genomic DNA,1927,Rhodiola rosea,315148-2,Crassulaceae,Rhodiola,rosea,,False,Rhodiola rosea,203015
OP573219.1,18S ribosomal RNA,genomic DNA,1922,Rhodiola tangutica,943333-1,Crassulaceae,Rhodiola,tangutica,,False,Rhodiola tangutica,1442784
NC_072122.1,rrn18,genomic DNA,1922,Rhodiola tangutica,943333-1,Crassulaceae,Rhodiola,tangutica,,False,Rhodiola tangutica,1442784
OP312068.1,rrn18,genomic DNA,1942,Rhodiola wallichiana,274900-1,Crassulaceae,Rhodiola,wallichiana,,False,Rhodiola wallichiana,203018
NC_069572.1,rrn18,genomic DNA,1902,Sedum plumbizincicola,77125797-1,Crassulaceae,Sedum,plumbizincicola,,False,Sedum plumbizincicola,1532924
OP588116.1,rrn18,genomic DNA,1902,Sedum plumbizincicola,77125797-1,Crassulaceae,Sedum,plumbizincicola,,False,Sedum plumbizincicola,1532924
PV608516.1,rrn18,genomic DNA,1902,Sedum sarmentosum,276014-1,Crassulaceae,Sedum,sarmentosum,,False,Sedum sarmentosum,91146
AF193942.1,18S ribosomal RNA,genomic DNA,1671,Crossosoma bigelovii,316540-1,Crossosomataceae,Crossosoma,bigelovii,,False,Crossosoma bigelovii,105808
U42529.1,18S ribosomal RNA,genomic DNA,1732,Crossosoma californicum,277101-1,Crossosomataceae,Crossosoma,californicum,,False,Crossosoma californicum,23043
AM235477.1,18S rRNA,genomic DNA,1629,Axinandra coriacea,552818-1,Crypteroniaceae,Axinandra,coriacea,,False,Axinandra coriacea,376203
AM235478.1,18S ribosomal RNA,genomic DNA,1629,Axinandra zeylanica,552820-1,Crypteroniaceae,Axinandra,zeylanica,,False,Axinandra zeylanica,186935
AM235479.1,18S ribosomal RNA,genomic DNA,1629,Crypteronia borneensis,985709-1,Crypteroniaceae,Crypteronia,borneensis,,False,Crypteronia borneensis,376205
AM235480.1,18S ribosomal RNA,genomic DNA,1629,Crypteronia glabriflora,985711-1,Crypteroniaceae,Crypteronia,glabriflora,,False,Crypteronia glabriflora,376206
AM235482.1,18S ribosomal RNA,genomic DNA,1629,Crypteronia paniculata,552858-1,Crypteroniaceae,Crypteronia,paniculata,,False,Crypteronia paniculata,111953
AM235481.1,18S rRNA,genomic DNA,1629,Crypteronia rubiflora,77314850-1,Crypteroniaceae,Crypteronia,rubiflora,,False,Crypteronia griffithii,253289
AM235483.1,18S ribosomal RNA,genomic DNA,1629,Dactylocladus stenostachys,568142-1,Crypteroniaceae,Dactylocladus,stenostachys,,False,Dactylocladus stenostachys,186933
AY674589.1,18S ribosomal RNA,genomic DNA,1730,Ctenolophon englerianus,543965-1,Ctenolophonaceae,Ctenolophon,englerianus,,False,Ctenolophon englerianus,125022
U41501.1,18S ribosomal RNA,genomic DNA,1806,Abobra tenuifolia,291167-1,Cucurbitaceae,Abobra,tenuifolia,,False,Abobra tenuifolia,44762
XR_005483675.1,18S ribosomal RNA,rRNA,1808,Benincasa hispida,163640-3,Cucurbitaceae,Benincasa,hispida,,False,Benincasa hispida,102211
XR_005483674.1,18S ribosomal RNA,rRNA,1802,Benincasa hispida,163640-3,Cucurbitaceae,Benincasa,hispida,,False,Benincasa hispida,102211
AF534782.1,18S ribosomal RNA,genomic DNA,1750,Cephalopentandra ecirrhosa,291886-1,Cucurbitaceae,Cephalopentandra,ecirrhosa,,False,Cephalopentandra ecirrhosa,213597
AY357215.1,rrn18,genomic DNA,1859,Citrullus lanatus,291938-1,Cucurbitaceae,Citrullus,lanatus,,False,Citrullus lanatus,3654
AF534781.1,18S ribosomal RNA,genomic DNA,1764,Coccinia adoensis,291954-1,Cucurbitaceae,Coccinia,adoensis,,False,Coccinia adoensis,213599
AY973011.1,18S ribosomal RNA,genomic DNA,1723,Coccinia sessilifolia,292015-1,Cucurbitaceae,Coccinia,sessilifolia,,False,Coccinia sessilifolia,328384
AF008955.1,18S ribosomal RNA,genomic DNA,1809,Corallocarpus bainesii,292051-1,Cucurbitaceae,Corallocarpus,bainesii,,False,Corallocarpus bainesii,62976
AF534777.1,18S ribosomal RNA,genomic DNA,1755,Cucumis anguria,292141-1,Cucurbitaceae,Cucumis,anguria,,False,Cucumis anguria,39473
AY357214.1,18S ribosomal RNA,genomic DNA,1820,Cucumis melo,292238-1,Cucurbitaceae,Cucumis,melo,,False,Cucumis melo,3656
XR_007818570.1,18S ribosomal RNA,rRNA,1813,Cucumis melo,292238-1,Cucurbitaceae,Cucumis,melo,,False,Cucumis melo,3656
AY258278.1,18S ribosomal RNA,genomic DNA,1879,Cucumis sativus,292296-1,Cucurbitaceae,Cucumis,sativus,,False,Cucumis sativus,3659
AY258271.1,rrn18,genomic DNA,1878,Cucumis sativus,292296-1,Cucurbitaceae,Cucumis,sativus,,False,Cucumis sativus,3659
KM979454.1,18S ribosomal RNA,genomic DNA,1857,Cucurbita moschata,320034-2,Cucurbitaceae,Cucurbita,moschata,,False,Cucurbita moschata,3662
AF206895.1,18S ribosomal RNA,genomic DNA,1736,Cucurbita pepo,292416-1,Cucurbitaceae,Cucurbita,pepo,,False,Cucurbita pepo,3663
AY968397.1,18S ribosomal RNA,genomic DNA,1782,Dendrosicyos socotranus,292552-1,Cucurbitaceae,Dendrosicyos,socotranus,,False,Dendrosicyos socotranus,229694
AF534778.1,18S ribosomal RNA,genomic DNA,1778,Ecballium elaterium,292573-1,Cucurbitaceae,Ecballium,elaterium,,False,Ecballium elaterium,3679
AY973012.1,18S ribosomal RNA,genomic DNA,1755,Ecballium elaterium,292573-1,Cucurbitaceae,Ecballium,elaterium,,False,Ecballium elaterium,3679
AF534779.1,18S ribosomal RNA,genomic DNA,1603,Gurania makoyana,292814-1,Cucurbitaceae,Gurania,makoyana,,False,Gurania makoyana,213601
AY973013.1,18S ribosomal RNA,genomic DNA,1762,Gurania tubulosa,292861-1,Cucurbitaceae,Gurania,tubulosa,,False,Gurania tubulosa,328385
AY973014.1,18S ribosomal RNA,genomic DNA,1714,Gynostemma pentaphyllum,292905-1,Cucurbitaceae,Gynostemma,pentaphyllum,,False,Gynostemma pentaphyllum,182084
MW497575.1,18S ribosomal RNA,genomic DNA,1858,Herpetospermum pedunculosum,292933-1,Cucurbitaceae,Herpetospermum,pedunculosum,,True,Herpetospermum pedunculosum,386182
AY929371.1,18S ribosomal RNA,genomic DNA,1781,Lagenaria breviflora,293036-1,Cucurbitaceae,Lagenaria,breviflora,,False,Lagenaria breviflora,254159
KC020479.1,18S ribosomal RNA,genomic DNA,1400,Lagenaria siceraria,134809-2,Cucurbitaceae,Lagenaria,siceraria,,False,Lagenaria siceraria,3668
KM656452.1,18S ribosomal RNA,genomic DNA,1862,Luffa aegyptiaca,293060-1,Cucurbitaceae,Luffa,aegyptiaca,,False,Luffa aegyptiaca,3670
AF008957.1,18S ribosomal RNA,genomic DNA,1807,Luffa quinquefida,293104-1,Cucurbitaceae,Luffa,quinquefida,,False,Luffa quinquefida,34295
AF008956.1,18S ribosomal RNA,genomic DNA,1805,Marah macrocarpa,152834-2,Cucurbitaceae,Marah,macrocarpa,,False,Marah macrocarpa,48242
AY973015.1,18S ribosomal RNA,genomic DNA,1759,Marah macrocarpa,152834-2,Cucurbitaceae,Marah,macrocarpa,,False,Marah macrocarpa,48242
AY968399.1,18S ribosomal RNA,genomic DNA,1785,Neoalsomitra sarcophylla,1024517-2,Cucurbitaceae,Neoalsomitra,sarcophylla,,False,Neoalsomitra sarcophylla,48238
AY968400.1,18S ribosomal RNA,genomic DNA,1785,Schizopepon bryoniifolius,293867-1,Cucurbitaceae,Schizopepon,bryoniifolius,,False,Schizopepon bryoniifolius,328388
AY973016.1,18S ribosomal RNA,genomic DNA,1761,Seyrigia humbertii,293897-1,Cucurbitaceae,Seyrigia,humbertii,,False,Seyrigia humbertii,244770
AF534780.1,18S ribosomal RNA,genomic DNA,1586,Trochomeria macrocarpa,294346-1,Cucurbitaceae,Trochomeria,macrocarpa,,False,Trochomeria macrocarpa,213603
AY973017.1,18S ribosomal RNA,genomic DNA,1754,Xerosicyos danguyi,294393-1,Cucurbitaceae,Xerosicyos,danguyi,,False,Xerosicyos danguyi,85297
AF534776.1,18S ribosomal RNA,genomic DNA,1791,Xerosicyos decaryi,294394-1,Cucurbitaceae,Xerosicyos,decaryi,,False,Xerosicyos decaryi,48240
GU476408.1,18S ribosomal RNA,genomic DNA,1618,Ackama paniculosa,60471351-2,Cunoniaceae,Ackama,paniculosa,,False,Caldcluvia paniculosa,138858
GU476486.1,18S ribosomal RNA,genomic DNA,1588,Ackama rosifolia,790200-1,Cunoniaceae,Ackama,rosifolia,,False,Ackama rosifolia,140416
U42505.1,18S ribosomal RNA,genomic DNA,1720,Bauera rubioides,790336-1,Cunoniaceae,Bauera,rubioides,,False,Bauera rubioides,23051
GU476410.1,18S ribosomal RNA,genomic DNA,1618,Ceratopetalum apetalum,790477-1,Cunoniaceae,Ceratopetalum,apetalum,,False,Ceratopetalum apetalum,384952
U42530.1,18S ribosomal RNA,genomic DNA,1714,Ceratopetalum gummiferum,790478-1,Cunoniaceae,Ceratopetalum,gummiferum,,False,Ceratopetalum gummiferum,3778
GU476409.1,18S ribosomal RNA,genomic DNA,1618,Ceratopetalum succirubrum,294548-1,Cunoniaceae,Ceratopetalum,succirubrum,,False,Ceratopetalum succirubrum,384953
AF206897.1,18S ribosomal RNA,genomic DNA,1756,Davidsonia pruriens,790765-1,Cunoniaceae,Davidsonia,pruriens,,False,Davidsonia pruriens,60422
U42533.1,18S ribosomal RNA,genomic DNA,1735,Eucryphia lucida,337097-1,Cunoniaceae,Eucryphia,lucida,,False,Eucryphia lucida,3791
GU476407.1,18S ribosomal RNA,genomic DNA,1618,Opocunonia nymanii,294598-1,Cunoniaceae,Opocunonia,nymanii,,False,Opocunonia papuana,384939
GU476484.1,18S ribosomal RNA,genomic DNA,1588,Pterophylla hooglandii,77234602-1,Cunoniaceae,Pterophylla,hooglandii,,False,Weinmannia hooglandii,189896
GU476485.1,18S ribosomal RNA,genomic DNA,1588,Pterophylla racemosa,77234625-1,Cunoniaceae,Pterophylla,racemosa,,False,Weinmannia racemosa,140592
EU161299.1,18S ribosomal RNA,genomic DNA,1689,Austrocedrus chilensis,294848-1,Cupressaceae,Austrocedrus,chilensis,,False,Austrocedrus chilensis,103964
EU161290.1,18S ribosomal RNA,genomic DNA,1649,Callitris preissii,261780-1,Cupressaceae,Callitris,preissii,,False,Callitris preissii,329097
EU161298.1,18S ribosomal RNA,genomic DNA,1689,Callitris pyramidalis,77105538-1,Cupressaceae,Callitris,pyramidalis,,True,Callitris pyramidalis,214228
D85293.1,18S ribosomal RNA,genomic DNA,1732,Calocedrus decurrens,42548-2,Cupressaceae,Calocedrus,decurrens,,False,Calocedrus decurrens,13387
D85298.1,18S ribosomal RNA,genomic DNA,1732,Calocedrus formosana,294855-1,Cupressaceae,Calocedrus,formosana,,False,Calocedrus formosana,54798
EF053170.1,18S ribosomal RNA,genomic DNA,1646,Calocedrus macrolepis,261793-1,Cupressaceae,Calocedrus,macrolepis,,False,Calocedrus macrolepis,103965
EU273294.1,18S ribosomal RNA,genomic DNA,1665,Calocedrus rupestris,77086050-1,Cupressaceae,Calocedrus,rupestris,,False,Calocedrus rupestris,486493
EF053165.1,18S ribosomal RNA,genomic DNA,1662,Chamaecyparis pisifera,261847-1,Cupressaceae,Chamaecyparis,pisifera,,False,Chamaecyparis pisifera,99808
XR_009365762.1,18S ribosomal RNA,rRNA,1838,Cryptomeria japonica,261870-1,Cupressaceae,Cryptomeria,japonica,,False,Cryptomeria japonica,3369
XR_009367211.1,18S ribosomal RNA,rRNA,1836,Cryptomeria japonica,261870-1,Cupressaceae,Cryptomeria,japonica,,False,Cryptomeria japonica,3369
EU273292.1,18S ribosomal RNA,genomic DNA,1699,Cunninghamia konishii,676724-1,Cupressaceae,Cunninghamia,konishii,,False,Cunninghamia lanceolata var. konishii,66170
EF053175.1,18S ribosomal RNA,genomic DNA,1665,Cunninghamia konishii,676724-1,Cupressaceae,Cunninghamia,konishii,,False,Cunninghamia lanceolata var. konishii,66170
AB115773.1,18S ribosomal RNA,genomic DNA,1697,Cunninghamia lanceolata,676725-1,Cupressaceae,Cunninghamia,lanceolata,,False,Cunninghamia lanceolata,28977
EF053166.1,18S ribosomal RNA,genomic DNA,1734,Cupressus majestica,77323746-1,Cupressaceae,Cupressus,majestica,,False,Cupressus gigantea,329084
EU273296.1,18S ribosomal RNA,genomic DNA,1657,Cupressus tonkinensis,977230-1,Cupressaceae,Cupressus,tonkinensis,,False,Cupressus tonkinensis,329090
EU273295.1,18S ribosomal RNA,genomic DNA,1693,Fokienia hodginsii,262079-1,Cupressaceae,Fokienia,hodginsii,,False,Chamaecyparis hodginsii,89191
EF053169.1,18S ribosomal RNA,genomic DNA,1643,Fokienia hodginsii,262079-1,Cupressaceae,Fokienia,hodginsii,,False,Chamaecyparis hodginsii,89191
EF053177.1,18S ribosomal RNA,genomic DNA,1664,Glyptostrobus pensilis,262131-1,Cupressaceae,Glyptostrobus,pensilis,,False,Glyptostrobus pensilis,28978
AF051797.1,18S ribosomal RNA,genomic DNA,1724,Hesperocyparis macrocarpa,60451558-2,Cupressaceae,Hesperocyparis,macrocarpa,,False,Hesperocyparis macrocarpa,76352
D38243.1,18S ribosomal RNA,genomic DNA,1732,Juniperus chinensis,30044367-2,Cupressaceae,Juniperus,chinensis,,True,Juniperus chinensis,50182
EU161291.1,18S ribosomal RNA,genomic DNA,1656,Libocedrus sp.,11669-1,Cupressaceae,Libocedrus,,,False,Libocedrus sp. QBW-2007,506789
AB107898.1,18S ribosomal RNA,genomic DNA,1732,Metasequoia glyptostroboides,828387-1,Cupressaceae,Metasequoia,glyptostroboides,,False,Metasequoia glyptostroboides,3371
EF053174.1,18S ribosomal RNA,genomic DNA,1626,Metasequoia glyptostroboides,828387-1,Cupressaceae,Metasequoia,glyptostroboides,,False,Metasequoia glyptostroboides,3371
EU161294.1,18S ribosomal RNA,genomic DNA,1654,Microbiota decussata,676932-1,Cupressaceae,Microbiota,decussata,,False,Microbiota decussata,13614
EU161300.1,18S ribosomal RNA,genomic DNA,1689,Papuacedrus papuana,294873-1,Cupressaceae,Papuacedrus,papuana,,False,Papuacedrus papuana,103977
EU161301.1,18S ribosomal RNA,genomic DNA,1689,Pilgerodendron uviferum,196481-2,Cupressaceae,Pilgerodendron,uviferum,,False,Pilgerodendron uviferum,103979
EF053168.1,18S ribosomal RNA,genomic DNA,1665,Platycladus orientalis,677124-1,Cupressaceae,Platycladus,orientalis,,False,Platycladus orientalis,58046
EF053171.1,18S ribosomal RNA,genomic DNA,1661,Sequoia sempervirens,263741-1,Cupressaceae,Sequoia,sempervirens,,False,Sequoia sempervirens,28980
EU161296.1,18S ribosomal RNA,genomic DNA,1650,Sequoiadendron giganteum,234727-2,Cupressaceae,Sequoiadendron,giganteum,,False,Sequoiadendron giganteum,99814
FJ009673.1,18S ribosomal RNA,genomic DNA,1762,Taiwania cryptomerioides,263753-1,Cupressaceae,Taiwania,cryptomerioides,,False,Taiwania cryptomerioides,50187
D38250.1,18S ribosomal RNA,genomic DNA,1732,Taiwania cryptomerioides,263753-1,Cupressaceae,Taiwania,cryptomerioides,,False,Taiwania cryptomerioides,50187
EF053176.1,18S ribosomal RNA,genomic DNA,1644,Taxodium distichum var. mexicanum,60453296-2,Cupressaceae,Taxodium,distichum,mexicanum,False,Taxodium mucronatum,99812
EU161293.1,18S ribosomal RNA,genomic DNA,1690,Tetraclinis articulata,677193-1,Cupressaceae,Tetraclinis,articulata,,False,Tetraclinis articulata,13717
EF053167.1,18S ribosomal RNA,genomic DNA,1653,Thuja occidentalis,263956-1,Cupressaceae,Thuja,occidentalis,,False,Thuja occidentalis,3317
EF053172.1,18S ribosomal RNA,genomic DNA,1665,Thujopsis dolabrata,263878-1,Cupressaceae,Thujopsis,dolabrata,,False,Thujopsis dolabrata,13727
EU161289.1,18S ribosomal RNA,genomic DNA,1628,Widdringtonia nodiflora,294877-1,Cupressaceae,Widdringtonia,nodiflora,,False,Widdringtonia nodiflora,214229
EU273293.1,18S ribosomal RNA,genomic DNA,1690,Xanthocyparis vietnamensis,20006840-1,Cupressaceae,Xanthocyparis,vietnamensis,,False,Callitropsis vietnamensis,257623
MW354217.1,18S ribosomal RNA,genomic DNA,1837,Cycas revoluta,328823-2,Cycadaceae,Cycas,revoluta,,False,Cycas revoluta,3396
D85297.1,18S ribosomal RNA,genomic DNA,1732,Cycas revoluta,328823-2,Cycadaceae,Cycas,revoluta,,False,Cycas taitungensis,54799
KF264477.1,18S ribosomal RNA,genomic DNA,1732,Asplundia rigida,22953-2,Cyclanthaceae,Asplundia,rigida,,False,Asplundia rigida,1351762
AF293756.1,18S ribosomal RNA,genomic DNA,1785,Carludovica palmata,297578-1,Cyclanthaceae,Carludovica,palmata,,False,Carludovica palmata,108411
KF264478.1,18S ribosomal RNA,genomic DNA,1767,Carludovica palmata,297578-1,Cyclanthaceae,Carludovica,palmata,,False,Carludovica palmata,108411
AF207024.1,18S ribosomal RNA,genomic DNA,1741,Chorigyne pendula,274537-2,Cyclanthaceae,Chorigyne,pendula,,False,Chorigyne pendula,85271
KF264480.1,18S ribosomal RNA,genomic DNA,1717,Cyclanthus bipartitus,30336798-2,Cyclanthaceae,Cyclanthus,bipartitus,,False,Cyclanthus bipartitus,101611
KF264481.1,18S ribosomal RNA,genomic DNA,1731,Dicranopygium atrovirens,79897-2,Cyclanthaceae,Dicranopygium,atrovirens,,False,Dicranopygium atrovirens,1351763
KF264482.1,18S ribosomal RNA,genomic DNA,1727,Ludovia lancifolia,297687-1,Cyclanthaceae,Ludovia,lancifolia,,False,Ludovia lancifolia,1348479
JN034102.1,18S ribosomal RNA,genomic DNA,1616,Cymodocea rotundata,602937-1,Cymodoceaceae,Cymodocea,rotundata,,False,Cymodocea rotundata,1046423
JQ041654.1,18S ribosomal RNA,genomic DNA,1405,Cymodocea rotundata,602937-1,Cymodoceaceae,Cymodocea,rotundata,,False,Cymodocea rotundata,1046423
JQ041645.1,18S ribosomal RNA,genomic DNA,1403,Halodule pinifolia,602955-1,Cymodoceaceae,Halodule,pinifolia,,False,Halodule pinifolia,55315
AY952401.1,18S ribosomal RNA,genomic DNA,1660,Halodule uninervis,602956-1,Cymodoceaceae,Halodule,uninervis,,False,Halodule uninervis,319738
JQ041657.1,18S ribosomal RNA,genomic DNA,1403,Halodule uninervis,602956-1,Cymodoceaceae,Halodule,uninervis,,False,Halodule uninervis,319738
JQ041660.1,18S ribosomal RNA,genomic DNA,1404,Halodule wrightii,602957-1,Cymodoceaceae,Halodule,wrightii,,False,Halodule wrightii,13078
JQ041655.1,18S ribosomal RNA,genomic DNA,1405,Oceana serrulata,77183513-1,Cymodoceaceae,Oceana,serrulata,,False,Cymodocea serrulata,55449
JQ041653.1,18S ribosomal RNA,genomic DNA,1403,Syringodium isoetifolium,699866-1,Cymodoceaceae,Syringodium,isoetifolium,,False,Syringodium isoetifolium,55323
KX270753.1,rrn18,genomic DNA,2089,Cynomorium coccineum,103330-1,Cynomoriaceae,Cynomorium,coccineum,,False,Cynomorium coccineum,51503
AY957442.1,18S ribosomal RNA,genomic DNA,1739,Cynomorium coccineum,103330-1,Cynomoriaceae,Cynomorium,coccineum,,False,Cynomorium coccineum,51503
JX287338.1,18S ribosomal RNA,genomic DNA,1665,Cynomorium coccineum subsp. songaricum,953068-1,Cynomoriaceae,Cynomorium,coccineum,songaricum,False,Cynomorium songaricum,627609
AY952404.1,18S ribosomal RNA,genomic DNA,1666,Cyperus alternifolius,303729-1,Cyperaceae,Cyperus,alternifolius,,True,Cyperus alternifolius,4611
OK001347.1,rrn18,genomic DNA,2008,Cyperus rotundus,305797-1,Cyperaceae,Cyperus,rotundus,,False,Cyperus rotundus,512623
AF207009.1,18S ribosomal RNA,genomic DNA,1741,Rhynchospora nervosa,312330-1,Cyperaceae,Rhynchospora,nervosa,,False,Rhynchospora nervosa,76499
AY739089.1,18S ribosomal RNA,genomic DNA,1739,Bdallophytum americanum,30215-2,Cytinaceae,Bdallophytum,americanum,,False,Bdallophytum americanum,51505
AY739092.1,18S ribosomal RNA,genomic DNA,1670,Cytinus hypocistis,316032-1,Cytinaceae,Cytinus,hypocistis,,False,Cytinus hypocistis,327100
L24085.1,18S ribosomal RNA,genomic DNA,1756,Cytinus ruber,707066-1,Cytinaceae,Cytinus,ruber,,False,Cytinus ruber,45982
AY739091.1,18S ribosomal RNA,genomic DNA,1670,Cytinus sp.,331539-2,Cytinaceae,Cytinus,,,False,Cytinus sp. 4339,301897
U42531.1,18S ribosomal RNA,genomic DNA,1732,Daphniphyllum sp.,15293-1,Daphniphyllaceae,Daphniphyllum,,,False,Daphniphyllum sp. Qiu 91026,132528
AF094540.1,18S ribosomal RNA,genomic DNA,1696,Daphniphyllum sp.,15293-1,Daphniphyllaceae,Daphniphyllum,,,False,Daphniphyllum sp. SH1999,94705
AJ417898.1,18S rRNA,genomic DNA,1743,Dasypogon bromeliifolius,442534-1,Dasypogonaceae,Dasypogon,bromeliifolius,,False,Dasypogon bromeliifolius,101696
KM103401.1,18S ribosomal RNA,genomic DNA,1737,Kingia australis,443674-1,Dasypogonaceae,Kingia,australis,,False,Kingia australis,131247
AF008952.1,18S ribosomal RNA,genomic DNA,1803,Datisca cannabina,316093-1,Datiscaceae,Datisca,cannabina,,False,Datisca cannabina,34296
U42426.1,18S ribosomal RNA,genomic DNA,1808,Datisca glomerata,316095-1,Datiscaceae,Datisca,glomerata,,False,Datisca glomerata,34297
AF206898.1,18S ribosomal RNA,genomic DNA,1634,Degeneria vitiensis,316106-1,Degeneriaceae,Degeneria,vitiensis,,False,Degeneria vitiensis,13483
AF419794.1,18S ribosomal RNA,genomic DNA,1784,Diapensia lapponica,316120-1,Diapensiaceae,Diapensia,lapponica,,False,Diapensia lapponica,13487
L49278.1,18S ribosomal RNA,genomic DNA,1728,Diapensia lapponica,316120-1,Diapensiaceae,Diapensia,lapponica,,False,Diapensia lapponica,13487
L49281.1,18S ribosomal RNA,genomic DNA,1727,Galax urceolata,106783-2,Diapensiaceae,Galax,urceolata,,False,Galax urceolata,55362
AF206902.1,18S ribosomal RNA,genomic DNA,1717,Dichapetalum macrocarpum,316287-1,Dichapetalaceae,Dichapetalum,macrocarpum,,False,Dichapetalum macrocarpum,82142
FJ669693.1,18S ribosomal RNA,genomic DNA,1712,Tapura guianensis,163309-1,Dichapetalaceae,Tapura,guianensis,,False,Tapura guianensis,431206
U38314.1,18S ribosomal RNA,genomic DNA,1749,Dillenia alata,146788-3,Dilleniaceae,Dillenia,alata,,False,Dillenia alata,43169
AY788163.1,18S ribosomal RNA,genomic DNA,1686,Dillenia philippinensis,316735-1,Dilleniaceae,Dillenia,philippinensis,,False,Dillenia philippinensis,169244
AF094542.1,18S ribosomal RNA,genomic DNA,1695,Hibbertia scandens var. scandens,119441-3,Dilleniaceae,Hibbertia,scandens,scandens,False,Hibbertia volubilis,92930
AF094543.1,18S ribosomal RNA,genomic DNA,1694,Schumacheria sp.,14228-1,Dilleniaceae,Schumacheria,,,True,Schumacheria sp. SH1999,94704
AJ235982.1,18S ribosomal RNA,genomic DNA,1761,Tetracera sarmentosa subsp. sarmentosa,77224316-1,Dilleniaceae,Tetracera,sarmentosa,sarmentosa,False,Tetracera asiatica,85285
AF207049.1,18S ribosomal RNA,genomic DNA,1749,Triphyophyllum peltatum,317595-1,Dioncophyllaceae,Triphyophyllum,peltatum,,False,Triphyophyllum peltatum,63090
EU817833.1,18S ribosomal RNA,genomic DNA,1766,Dioscorea alata,317625-1,Dioscoreaceae,Dioscorea,alata,,False,Dioscorea alata,55571
EU817831.1,18S ribosomal RNA,genomic DNA,1766,Dioscorea alata,317625-1,Dioscoreaceae,Dioscorea,alata,,False,Dioscorea alata,55571
EU420997.1,18S ribosomal RNA,genomic DNA,1775,Dioscorea althaeoides,317632-1,Dioscoreaceae,Dioscorea,althaeoides,,False,Dioscorea althaeoides,502766
KC921384.1,18S ribosomal RNA,genomic DNA,1454,Dioscorea belophylla,60444719-2,Dioscoreaceae,Dioscorea,belophylla,,False,Dioscorea belophylla,1381967
KC921382.1,18S ribosomal RNA,genomic DNA,1467,Dioscorea bulbifera,323908-2,Dioscoreaceae,Dioscorea,bulbifera,,False,Dioscorea bulbifera,35874
FJ215769.1,18S ribosomal RNA,genomic DNA,1671,Dioscorea caucasica,317786-1,Dioscoreaceae,Dioscorea,caucasica,,False,Dioscorea caucasica,49457
EU186223.1,18S ribosomal RNA,genomic DNA,1738,Dioscorea communis,20005752-1,Dioscoreaceae,Dioscorea,communis,,False,Dioscorea communis,55634
FJ215767.1,18S ribosomal RNA,genomic DNA,1671,Dioscorea elephantipes,317936-1,Dioscoreaceae,Dioscorea,elephantipes,,False,Dioscorea elephantipes,145284
EU817835.1,18S ribosomal RNA,genomic DNA,1766,Dioscorea japonica,927492-1,Dioscoreaceae,Dioscorea,japonica,,False,Dioscorea japonica,4673
KC921385.1,18S ribosomal RNA,genomic DNA,1451,Dioscorea lepcharum,318175-1,Dioscoreaceae,Dioscorea,lepcharum,,False,Dioscorea lepcharum,1271615
KC921386.1,18S ribosomal RNA,genomic DNA,1453,Dioscorea melanophyma,318255-1,Dioscoreaceae,Dioscorea,melanophyma,,False,Dioscorea melanophyma,374978
AF309391.1,18S ribosomal RNA,genomic DNA,1736,Dioscorea nipponica,318323-1,Dioscoreaceae,Dioscorea,nipponica,,False,Dioscorea nipponica,64700
JF703101.1,18S ribosomal RNA,genomic DNA,1646,Dioscorea oppositifolia,318348-1,Dioscoreaceae,Dioscorea,oppositifolia,,False,Dioscorea oppositifolia,569628
