Locus,gene,mol_type,Len,sci_name,kew_id,family,genus,species,infraspecies,Duplicates,Ini_sci_name,TaxID
PP898089.1,16S ribosomal RNA,genomic DNA,1491,Artemisia yongii,935132-1,Asteraceae,Artemisia,yongii,,False,Artemisia yongii,3161982
PP234531.1,16S ribosomal RNA,genomic DNA,1491,Artemisia younghusbandii,180300-1,Asteraceae,Artemisia,younghusbandii,,False,Artemisia younghusbandii,3015049
PP898093.1,16S ribosomal RNA,genomic DNA,1491,Artemisia yunnanensis,180301-1,Asteraceae,Artemisia,yunnanensis,,True,Artemisia yunnanensis,3015050
PP898090.1,rrn16,genomic DNA,1491,Artemisia yunnanensis,180301-1,Asteraceae,Artemisia,yunnanensis,,True,Artemisia yunnanensis,3015050
PP234598.1,16S ribosomal RNA,genomic DNA,1491,Askellia flexuosa,913691-1,Asteraceae,Askellia,flexuosa,,False,Askellia flexuosa,509657
ON782474.1,rrn16,genomic DNA,1491,Astartoseris triquetra,77167417-1,Asteraceae,Astartoseris,triquetra,,False,Astartoseris triquetra,1941389
NC_066723.1,16S ribosomal RNA,genomic DNA,1491,Astartoseris triquetra,77167417-1,Asteraceae,Astartoseris,triquetra,,False,Astartoseris triquetra,1941389
NC_063953.1,rrn16,genomic DNA,1490,Aster albescens,180587-1,Asteraceae,Aster,albescens,,False,Aster albescens,1196459
OM912718.1,16S ribosomal RNA,genomic DNA,1490,Aster albescens,180587-1,Asteraceae,Aster,albescens,,False,Aster albescens,1196459
NC_072176.1,rrn16,genomic DNA,1491,Aster altaicus,180597-1,Asteraceae,Aster,altaicus,,False,Aster altaicus,983245
OP919353.1,16S ribosomal RNA,genomic DNA,1491,Aster altaicus,180597-1,Asteraceae,Aster,altaicus,,False,Aster altaicus,983245
NC_063954.1,rrn16,genomic DNA,1490,Aster argyropholis,180684-1,Asteraceae,Aster,argyropholis,,False,Aster argyropholis,1196463
OM912719.1,rrn16,genomic DNA,1490,Aster argyropholis,180684-1,Asteraceae,Aster,argyropholis,,False,Aster argyropholis,1196463
OQ569736.1,16S ribosomal RNA,genomic DNA,1491,Aster asteroides,180709-1,Asteraceae,Aster,asteroides,,True,Aster asteroides,1196464
NC_073536.1,16S ribosomal RNA,genomic DNA,1491,Aster asteroides,180709-1,Asteraceae,Aster,asteroides,,True,Aster asteroides,1196464
MZ292735.1,rrn16,genomic DNA,1491,Aster batangensis,180748-1,Asteraceae,Aster,batangensis,,False,Aster batangensis,1196467
PP234528.1,16S ribosomal RNA,genomic DNA,1491,Aster boweri,180811-1,Asteraceae,Aster,boweri,,False,Aster boweri,2764611
PX316521.1,16S ribosomal RNA,genomic DNA,1491,Aster brachytrichus,180820-1,Asteraceae,Aster,brachytrichus,,False,Aster brachytrichus,1196468
OQ603807.1,16S ribosomal RNA,genomic DNA,1491,Aster diplostephioides,60456961-2,Asteraceae,Aster,diplostephioides,,False,Aster diplostephioides,1196470
NC_077584.1,16S ribosomal RNA,genomic DNA,1491,Aster diplostephioides,60456961-2,Asteraceae,Aster,diplostephioides,,False,Aster diplostephioides,1196470
OQ603808.1,rrn16,genomic DNA,1491,Aster farreri,181195-1,Asteraceae,Aster,farreri,,False,Aster farreri,2306208
NC_077585.1,16S ribosomal RNA,genomic DNA,1491,Aster farreri,181195-1,Asteraceae,Aster,farreri,,False,Aster farreri,2306208
MN122101.1,rrn16,genomic DNA,1491,Aster flaccidus,181223-1,Asteraceae,Aster,flaccidus,,False,Aster flaccidus,1196477
NC_052918.1,16S ribosomal RNA,genomic DNA,1491,Aster flaccidus,181223-1,Asteraceae,Aster,flaccidus,,False,Aster flaccidus,1196477
NC_042944.1,16S ribosomal RNA,genomic DNA,1491,Aster hersileoides,181395-1,Asteraceae,Aster,hersileoides,,False,Aster hersileoides,1196480
MK290824.1,16S ribosomal RNA,genomic DNA,1491,Aster hypoleucus,181453-1,Asteraceae,Aster,hypoleucus,,False,Aster hypoleucus,2709852
NC_046503.1,16S ribosomal RNA,genomic DNA,1491,Aster hypoleucus,181453-1,Asteraceae,Aster,hypoleucus,,False,Aster hypoleucus,2709852
PV564080.1,rrn16,genomic DNA,1491,Aster indicus,181477-1,Asteraceae,Aster,indicus,,True,Aster indicus,415155
NC_040126.1,16S ribosomal RNA,genomic DNA,1491,Aster indicus,181477-1,Asteraceae,Aster,indicus,,True,Aster indicus,415155
OQ569735.1,rrn16,genomic DNA,1491,Aster labrangensis,181536-1,Asteraceae,Aster,labrangensis,,False,Aster yunnanensis var. labrangensis,3032532
MZ474495.1,16S ribosomal RNA,genomic DNA,1491,Aster lavandulifolius,181584-1,Asteraceae,Aster,lavandulifolius,,False,Aster lavandulifolius,1196485
OM912720.1,16S ribosomal RNA,genomic DNA,1490,Aster lavandulifolius,181584-1,Asteraceae,Aster,lavandulifolius,,False,Aster lavandulifolius,1196485
MW255593.1,16S ribosomal RNA,genomic DNA,1491,Aster pekinensis,181969-1,Asteraceae,Aster,pekinensis,,False,Aster pekinensis,72945
NC_056301.1,16S ribosomal RNA,genomic DNA,1491,Aster pekinensis,181969-1,Asteraceae,Aster,pekinensis,,False,Aster pekinensis,72945
OQ658689.1,16S ribosomal RNA,genomic DNA,1491,Aster poliothamnus,182025-1,Asteraceae,Aster,poliothamnus,,False,Aster poliothamnus,1196493
NC_079626.1,16S ribosomal RNA,genomic DNA,1491,Aster poliothamnus,182025-1,Asteraceae,Aster,poliothamnus,,False,Aster poliothamnus,1196493
NC_063453.1,rrn16,genomic DNA,1490,Aster polius,182024-1,Asteraceae,Aster,polius,,False,Aster polius,2944764
OM912721.1,rrn16,genomic DNA,1490,Aster polius,182024-1,Asteraceae,Aster,polius,,False,Aster polius,2944764
PP234575.1,16S ribosomal RNA,genomic DNA,1491,Aster prainii,60437425-2,Asteraceae,Aster,prainii,,False,Aster prainii,3051028
ON515467.1,rrn16,genomic DNA,1490,Aster procerus,182053-1,Asteraceae,Aster,procerus,,False,Aster procerus,1708248
NC_069914.1,rrn16,genomic DNA,1490,Aster procerus,182053-1,Asteraceae,Aster,procerus,,False,Aster procerus,1708248
ON515468.1,rrn16,genomic DNA,1490,Aster pycnophyllus,182109-1,Asteraceae,Aster,pycnophyllus,,False,Aster pycnophyllus,1196494
NC_069915.1,rrn16,genomic DNA,1490,Aster pycnophyllus,182109-1,Asteraceae,Aster,pycnophyllus,,False,Aster pycnophyllus,1196494
MW929181.1,16S ribosomal RNA,genomic DNA,1491,Aster sampsonii,182224-1,Asteraceae,Aster,sampsonii,,False,Aster sampsonii,1196495
NC_058574.1,16S ribosomal RNA,genomic DNA,1491,Aster sampsonii,182224-1,Asteraceae,Aster,sampsonii,,False,Aster sampsonii,1196495
PQ178990.1,16S ribosomal RNA,genomic DNA,1490,Aster scaber,182236-1,Asteraceae,Aster,scaber,,True,Aster scaber,385370
PP234574.1,16S ribosomal RNA,genomic DNA,1491,Aster semiprostratus,60450169-2,Asteraceae,Aster,semiprostratus,,False,Aster semiprostratus,3395478
OQ569737.1,16S ribosomal RNA,genomic DNA,1491,Aster souliei,182333-1,Asteraceae,Aster,souliei,,False,Aster souliei,1196499
NC_073537.1,16S ribosomal RNA,genomic DNA,1491,Aster souliei,182333-1,Asteraceae,Aster,souliei,,False,Aster souliei,1196499
NC_027434.1,rrn16,genomic DNA,1491,Aster spathulifolius,182343-1,Asteraceae,Aster,spathulifolius,,False,Aster spathulifolius,947974
MN539621.1,16S ribosomal RNA,genomic DNA,1490,Aster spathulifolius,182343-1,Asteraceae,Aster,spathulifolius,,False,Aster spathulifolius,947974
ON120847.1,rrn16,genomic DNA,1490,Aster yaoshanensis,77347580-1,Asteraceae,Aster,yaoshanensis,,False,Aster yaoshanensis,2870466
NC_069917.1,rrn16,genomic DNA,1490,Aster yunnanensis,182624-1,Asteraceae,Aster,yunnanensis,,False,Aster yunnanensis,1196504
ON515470.1,rrn16,genomic DNA,1490,Aster yunnanensis,182624-1,Asteraceae,Aster,yunnanensis,,False,Aster yunnanensis,1196504
OP909739.1,rrn16,genomic DNA,1491,Asterothamnus centrali-asiaticus,182696-1,Asteraceae,Asterothamnus,centrali-asiaticus,,False,Asterothamnus centraliasiaticus,1196506
MZ460976.1,rrn16,genomic DNA,1491,Atractylodes koreana,182975-1,Asteraceae,Atractylodes,koreana,,False,Atractylodes koreana,69405
MZ460970.1,rrn16,genomic DNA,1491,Atractylodes koreana,182975-1,Asteraceae,Atractylodes,koreana,,False,Atractylodes koreana,69405
MZ460987.1,rrn16,genomic DNA,1491,Atractylodes lancea,182976-1,Asteraceae,Atractylodes,lancea,,False,Atractylodes chinensis,69404
MZ460966.1,16S ribosomal RNA,genomic DNA,1491,Atractylodes lancea,182976-1,Asteraceae,Atractylodes,lancea,,False,Atractylodes chinensis,69404
MZ460963.1,rrn16,genomic DNA,1491,Atractylodes macrocephala,182978-1,Asteraceae,Atractylodes,macrocephala,,False,Atractylodes macrocephala,265785
MN630998.1,rrn16,genomic DNA,1491,Atractylodes macrocephala,182978-1,Asteraceae,Atractylodes,macrocephala,,False,Atractylodes macrocephala,265785
NC_034898.1,rrn16,genomic DNA,1491,Aztecaster matudae,973774-1,Asteraceae,Aztecaster,matudae,,False,Aztecaster matudae,381977
NC_034855.1,rrn16,genomic DNA,1491,Baccharis aliena,77076537-1,Asteraceae,Baccharis,aliena,,False,Baccharis aliena,2707368
NC_034852.1,rrn16,genomic DNA,1491,Baccharis genistelloides,183309-1,Asteraceae,Baccharis,genistelloides,,True,Baccharis genistelloides,1715998
NC_034868.1,16S ribosomal RNA,genomic DNA,1491,Baccharis tricuneata,183814-1,Asteraceae,Baccharis,tricuneata,,False,Baccharis tricuneata,1715999
OM892817.1,16S ribosomal RNA,genomic DNA,1491,Barnadesia caryophylla,29585-2,Asteraceae,Barnadesia,caryophylla,,False,Barnadesia caryophylla,4238
NC_086793.1,16S ribosomal RNA,genomic DNA,1491,Barnadesia caryophylla,29585-2,Asteraceae,Barnadesia,caryophylla,,False,Barnadesia caryophylla,4238
MH341582.1,rrn16,genomic DNA,1491,Barnadesia lehmannii,29599-2,Asteraceae,Barnadesia,lehmannii,,False,Barnadesia lehmannii,171755
NC_047269.1,16S ribosomal RNA,genomic DNA,1491,Bidens alba,184711-1,Asteraceae,Bidens,alba,,False,Bidens alba var. radiata,293806
MN433106.1,16S ribosomal RNA,genomic DNA,1491,Bidens alba,184711-1,Asteraceae,Bidens,alba,,False,Bidens alba var. radiata,293806
MN433103.1,16S ribosomal RNA,genomic DNA,1491,Bidens amplectens,184718-1,Asteraceae,Bidens,amplectens,,False,Bidens amplectens,980002
NC_047267.1,16S ribosomal RNA,genomic DNA,1491,Bidens amplectens,184718-1,Asteraceae,Bidens,amplectens,,False,Bidens amplectens,980002
NC_047268.1,rrn16,genomic DNA,1491,Bidens asymmetrica,184745-1,Asteraceae,Bidens,asymmetrica,,False,Bidens asymmetrica,980003
MN433105.1,rrn16,genomic DNA,1491,Bidens asymmetrica,184745-1,Asteraceae,Bidens,asymmetrica,,False,Bidens asymmetrica,980003
MW551956.1,rrn16,genomic DNA,1490,Bidens bipinnata,184769-1,Asteraceae,Bidens,bipinnata,,True,Bidens bipinnata,1527831
MW691203.1,rrn16,genomic DNA,1490,Bidens bipinnata,184769-1,Asteraceae,Bidens,bipinnata,,True,Bidens bipinnata,1527831
MW691202.1,rrn16,genomic DNA,1490,Bidens biternata,184771-1,Asteraceae,Bidens,biternata,,False,Bidens biternata,468846
NC_060634.1,rrn16,genomic DNA,1490,Bidens biternata,184771-1,Asteraceae,Bidens,biternata,,False,Bidens biternata,468846
MN433089.1,rrn16,genomic DNA,1491,Bidens campylotheca subsp. campylotheca,77179663-1,Asteraceae,Bidens,campylotheca,campylotheca,False,Bidens campylotheca subsp. campylotheca,980005
NC_047253.1,rrn16,genomic DNA,1491,Bidens campylotheca subsp. campylotheca,77179663-1,Asteraceae,Bidens,campylotheca,campylotheca,False,Bidens campylotheca subsp. campylotheca,980005
MN433107.1,16S ribosomal RNA,genomic DNA,1491,Bidens campylotheca subsp. pentamera,921830-1,Asteraceae,Bidens,campylotheca,pentamera,False,Bidens campylotheca subsp. pentamera,980006
NC_047270.1,16S ribosomal RNA,genomic DNA,1491,Bidens campylotheca subsp. pentamera,921830-1,Asteraceae,Bidens,campylotheca,pentamera,False,Bidens campylotheca subsp. pentamera,980006
MN433100.1,16S ribosomal RNA,genomic DNA,1491,Bidens cervicata,184798-1,Asteraceae,Bidens,cervicata,,False,Bidens cervicata,980007
NC_047264.1,16S ribosomal RNA,genomic DNA,1491,Bidens cervicata,184798-1,Asteraceae,Bidens,cervicata,,False,Bidens cervicata,980007
MN433099.1,16S ribosomal RNA,genomic DNA,1491,Bidens conjuncta,184824-1,Asteraceae,Bidens,conjuncta,,False,Bidens conjuncta,51266
NC_047263.1,16S ribosomal RNA,genomic DNA,1491,Bidens conjuncta,184824-1,Asteraceae,Bidens,conjuncta,,False,Bidens conjuncta,51266
MN433115.1,16S ribosomal RNA,genomic DNA,1491,Bidens cosmoides,184838-1,Asteraceae,Bidens,cosmoides,,False,Bidens cosmoides,51267
NC_047278.1,16S ribosomal RNA,genomic DNA,1491,Bidens cosmoides,184838-1,Asteraceae,Bidens,cosmoides,,False,Bidens cosmoides,51267
MN433088.1,16S ribosomal RNA,genomic DNA,1491,Bidens forbesii subsp. forbesii,77179751-1,Asteraceae,Bidens,forbesii,forbesii,False,Bidens forbesii subsp. forbesii,980009
NC_047252.1,16S ribosomal RNA,genomic DNA,1491,Bidens forbesii subsp. forbesii,77179751-1,Asteraceae,Bidens,forbesii,forbesii,False,Bidens forbesii subsp. forbesii,980009
NC_047258.1,rrn16,genomic DNA,1491,Bidens forbesii subsp. kahiliensis,917635-1,Asteraceae,Bidens,forbesii,kahiliensis,False,Bidens forbesii subsp. kahiliensis,980010
MN433094.1,16S ribosomal RNA,genomic DNA,1491,Bidens forbesii subsp. kahiliensis,917635-1,Asteraceae,Bidens,forbesii,kahiliensis,False,Bidens forbesii subsp. kahiliensis,980010
MT178455.1,16S ribosomal RNA,genomic DNA,1489,Bidens frondosa,315743-2,Asteraceae,Bidens,frondosa,,True,Bidens frondosa,51269
NC_050965.1,16S ribosomal RNA,genomic DNA,1489,Bidens frondosa,315743-2,Asteraceae,Bidens,frondosa,,True,Bidens frondosa,51269
MN433095.1,rrn16,genomic DNA,1491,Bidens hawaiensis,184955-1,Asteraceae,Bidens,hawaiensis,,False,Bidens hawaiensis,980011
NC_047259.1,16S ribosomal RNA,genomic DNA,1491,Bidens hawaiensis,184955-1,Asteraceae,Bidens,hawaiensis,,False,Bidens hawaiensis,980011
NC_046893.1,16S ribosomal RNA,genomic DNA,1491,Bidens hillebrandiana subsp. polycephala,917636-1,Asteraceae,Bidens,hillebrandiana,polycephala,False,Bidens hillebrandiana subsp. polycephala,51286
MN433116.1,rrn16,genomic DNA,1491,Bidens hillebrandiana subsp. polycephala,917636-1,Asteraceae,Bidens,hillebrandiana,polycephala,False,Bidens hillebrandiana subsp. polycephala,51286
MN433111.1,16S ribosomal RNA,genomic DNA,1491,Bidens macrocarpa,185038-1,Asteraceae,Bidens,macrocarpa,,False,Bidens macrocarpa,980015
NC_047274.1,16S ribosomal RNA,genomic DNA,1491,Bidens macrocarpa,185038-1,Asteraceae,Bidens,macrocarpa,,False,Bidens macrocarpa,980015
MN433090.1,16S ribosomal RNA,genomic DNA,1491,Bidens mauiensis,185050-1,Asteraceae,Bidens,mauiensis,,False,Bidens mauiensis,51271
NC_047254.1,16S ribosomal RNA,genomic DNA,1491,Bidens mauiensis,185050-1,Asteraceae,Bidens,mauiensis,,False,Bidens mauiensis,51271
MN433110.1,16S ribosomal RNA,genomic DNA,1491,Bidens menziesii subsp. filiformis,921831-1,Asteraceae,Bidens,menziesii,filiformis,False,Bidens menziesii subsp. filiformis,980017
NC_047273.1,16S ribosomal RNA,genomic DNA,1491,Bidens menziesii subsp. filiformis,921831-1,Asteraceae,Bidens,menziesii,filiformis,False,Bidens menziesii subsp. filiformis,980017
NC_047265.1,rrn16,genomic DNA,1491,Bidens menziesii subsp. menziesii,77179651-1,Asteraceae,Bidens,menziesii,menziesii,False,Bidens menziesii subsp. menziesii,980018
MN433101.1,16S ribosomal RNA,genomic DNA,1491,Bidens menziesii subsp. menziesii,77179651-1,Asteraceae,Bidens,menziesii,menziesii,False,Bidens menziesii subsp. menziesii,980018
MN433114.1,16S ribosomal RNA,genomic DNA,1491,Bidens micrantha subsp. ctenophylla,921832-1,Asteraceae,Bidens,micrantha,ctenophylla,False,Bidens micrantha subsp. ctenophylla,980020
NC_047277.1,16S ribosomal RNA,genomic DNA,1491,Bidens micrantha subsp. ctenophylla,921832-1,Asteraceae,Bidens,micrantha,ctenophylla,False,Bidens micrantha subsp. ctenophylla,980020
MN433102.1,16S ribosomal RNA,genomic DNA,1491,Bidens micrantha subsp. kalealaha,917637-1,Asteraceae,Bidens,micrantha,kalealaha,False,Bidens micrantha subsp. kalealaha,980021
NC_047266.1,16S ribosomal RNA,genomic DNA,1491,Bidens micrantha subsp. kalealaha,917637-1,Asteraceae,Bidens,micrantha,kalealaha,False,Bidens micrantha subsp. kalealaha,980021
MN433097.1,16S ribosomal RNA,genomic DNA,1491,Bidens molokaiensis,185076-1,Asteraceae,Bidens,molokaiensis,,False,Bidens molokaiensis,980023
NC_047261.1,16S ribosomal RNA,genomic DNA,1491,Bidens molokaiensis,185076-1,Asteraceae,Bidens,molokaiensis,,False,Bidens molokaiensis,980023
NC_047272.1,16S ribosomal RNA,genomic DNA,1491,Bidens pachyloma,185123-1,Asteraceae,Bidens,pachyloma,,False,Bidens pachyloma,159689
MN433109.1,rrn16,genomic DNA,1491,Bidens pachyloma,185123-1,Asteraceae,Bidens,pachyloma,,False,Bidens pachyloma,159689
MW691204.1,rrn16,genomic DNA,1490,Bidens parviflora,185131-1,Asteraceae,Bidens,parviflora,,False,Bidens parviflora,1527830
NC_060633.1,rrn16,genomic DNA,1490,Bidens parviflora,185131-1,Asteraceae,Bidens,parviflora,,False,Bidens parviflora,1527830
MN433104.1,16S ribosomal RNA,genomic DNA,1491,Bidens pilosa,32564-2,Asteraceae,Bidens,pilosa,,False,Bidens pilosa,42337
MW551953.1,rrn16,genomic DNA,1490,Bidens pilosa,32564-2,Asteraceae,Bidens,pilosa,,False,Bidens pilosa,42337
MN433113.1,16S ribosomal RNA,genomic DNA,1491,Bidens sandvicensis,185220-1,Asteraceae,Bidens,sandvicensis,,False,Bidens sandvicensis,51274
NC_047276.1,16S ribosomal RNA,genomic DNA,1491,Bidens sandvicensis,185220-1,Asteraceae,Bidens,sandvicensis,,False,Bidens sandvicensis,51274
MN433091.1,16S ribosomal RNA,genomic DNA,1491,Bidens sandvicensis subsp. confusa,917638-1,Asteraceae,Bidens,sandvicensis,confusa,False,Bidens sandvicensis subsp. confusa,980024
NC_047255.1,16S ribosomal RNA,genomic DNA,1491,Bidens sandvicensis subsp. confusa,917638-1,Asteraceae,Bidens,sandvicensis,confusa,False,Bidens sandvicensis subsp. confusa,980024
MN433093.1,16S ribosomal RNA,genomic DNA,1491,Bidens sandvicensis subsp. sandvicensis,77179654-1,Asteraceae,Bidens,sandvicensis,sandvicensis,False,Bidens sandvicensis subsp. sandvicensis,980025
NC_047257.1,16S ribosomal RNA,genomic DNA,1491,Bidens sandvicensis subsp. sandvicensis,77179654-1,Asteraceae,Bidens,sandvicensis,sandvicensis,False,Bidens sandvicensis subsp. sandvicensis,980025
MN433108.1,16S ribosomal RNA,genomic DNA,1491,Bidens schimperi,185228-1,Asteraceae,Bidens,schimperi,,False,Bidens schimperi,159691
NC_047271.1,16S ribosomal RNA,genomic DNA,1491,Bidens schimperi,185228-1,Asteraceae,Bidens,schimperi,,False,Bidens schimperi,159691
MN433112.1,16S ribosomal RNA,genomic DNA,1491,Bidens torta,185284-1,Asteraceae,Bidens,torta,,False,Bidens torta,980026
NC_047275.1,16S ribosomal RNA,genomic DNA,1491,Bidens torta,185284-1,Asteraceae,Bidens,torta,,False,Bidens torta,980026
NC_058915.1,16S ribosomal RNA,genomic DNA,1489,Bidens tripartita,185293-1,Asteraceae,Bidens,tripartita,,False,Bidens tripartita,51276
MW331585.1,rrn16,genomic DNA,1489,Bidens tripartita,185293-1,Asteraceae,Bidens,tripartita,,False,Bidens tripartita,51276
MN433092.1,rrn16,genomic DNA,1491,Bidens valida,185304-1,Asteraceae,Bidens,valida,,False,Bidens valida,980027
NC_047256.1,16S ribosomal RNA,genomic DNA,1491,Bidens valida,185304-1,Asteraceae,Bidens,valida,,False,Bidens valida,980027
MN433098.1,16S ribosomal RNA,genomic DNA,1491,Bidens wiebkei,185321-1,Asteraceae,Bidens,wiebkei,,False,Bidens wiebkei,980028
NC_047262.1,16S ribosomal RNA,genomic DNA,1491,Bidens wiebkei,185321-1,Asteraceae,Bidens,wiebkei,,False,Bidens wiebkei,980028
NC_034866.1,rrn16,genomic DNA,1491,Blakiella bartsiifolia,33463-2,Asteraceae,Blakiella,bartsiifolia,,False,Blakiella bartsiifolia,381981
ON470223.1,16S ribosomal RNA,genomic DNA,1491,Blumea aromatica,185495-1,Asteraceae,Blumea,aromatica,,False,Blumea aromatica,441175
NC_069835.1,16S ribosomal RNA,genomic DNA,1491,Blumea aromatica,185495-1,Asteraceae,Blumea,aromatica,,False,Blumea aromatica,441175
PX394520.1,rrn16,genomic DNA,1490,Blumea axillaris,185498-1,Asteraceae,Blumea,axillaris,,False,Blumea axillaris,557624
BK013127.1,16S ribosomal RNA,genomic DNA,1491,Blumea balsamifera,185502-1,Asteraceae,Blumea,balsamifera,,False,Blumea balsamifera,313920
NC_077558.1,rrn16,genomic DNA,1490,Blumea balsamifera,185502-1,Asteraceae,Blumea,balsamifera,,False,Blumea balsamifera,313920
BK013128.1,16S ribosomal RNA,genomic DNA,1491,Blumea oxyodonta,185655-1,Asteraceae,Blumea,oxyodonta,,False,Blumea oxyodonta,441187
BK013129.1,rrn16,genomic DNA,1491,Blumea tenella,185716-1,Asteraceae,Blumea,tenella,,False,Blumea tenella,196009
ON149862.1,rrn16,genomic DNA,1491,Brachyscome graminea,185945-1,Asteraceae,Brachyscome,graminea,,False,Brachyscome angustifolia,315915
NC_068891.1,16S ribosomal RNA,genomic DNA,1491,Brachyscome graminea,185945-1,Asteraceae,Brachyscome,graminea,,False,Brachyscome angustifolia,315915
ON641308.1,16S ribosomal RNA,genomic DNA,1491,Calendula arvensis,187819-1,Asteraceae,Calendula,arvensis,,False,Calendula arvensis,99035
NC_066014.1,16S ribosomal RNA,genomic DNA,1491,Calendula arvensis,187819-1,Asteraceae,Calendula,arvensis,,False,Calendula arvensis,99035
ON641328.1,16S ribosomal RNA,genomic DNA,1491,Calendula officinalis,187894-1,Asteraceae,Calendula,officinalis,,False,Calendula officinalis,41496
ON641366.1,16S ribosomal RNA,genomic DNA,1491,Calendula officinalis,187894-1,Asteraceae,Calendula,officinalis,,False,Calendula officinalis,41496
NC_053725.1,rrn16,genomic DNA,1490,Carduus acanthoides,188363-1,Asteraceae,Carduus,acanthoides,,True,Carduus acanthoides,416131
MK652228.1,rrn16,genomic DNA,1490,Carduus acanthoides,188363-1,Asteraceae,Carduus,acanthoides,,True,Carduus acanthoides,416131
NC_053726.1,rrn16,genomic DNA,1490,Carduus crispus,188569-1,Asteraceae,Carduus,crispus,,False,Carduus crispus,324586
MK652229.1,rrn16,genomic DNA,1490,Carduus crispus,188569-1,Asteraceae,Carduus,crispus,,False,Carduus crispus,324586
NC_053727.1,rrn16,genomic DNA,1490,Carduus tenuiflorus,189106-1,Asteraceae,Carduus,tenuiflorus,,False,Carduus tenuiflorus,196703
MK652230.1,rrn16,genomic DNA,1490,Carduus tenuiflorus,189106-1,Asteraceae,Carduus,tenuiflorus,,False,Carduus tenuiflorus,196703
OM302256.1,16S ribosomal RNA,genomic DNA,1491,Carpesium abrotanoides,189330-1,Asteraceae,Carpesium,abrotanoides,,False,Carpesium abrotanoides,119172
NC_063321.1,16S ribosomal RNA,genomic DNA,1490,Carpesium abrotanoides,189330-1,Asteraceae,Carpesium,abrotanoides,,False,Carpesium abrotanoides,119172
OM302257.1,16S ribosomal RNA,genomic DNA,1491,Carpesium cernuum,189333-1,Asteraceae,Carpesium,cernuum,,False,Carpesium cernuum,119173
NC_066155.1,16S ribosomal RNA,genomic DNA,1491,Carpesium cernuum,189333-1,Asteraceae,Carpesium,cernuum,,False,Carpesium cernuum,119173
NC_066156.1,16S ribosomal RNA,genomic DNA,1491,Carpesium faberi,189340-1,Asteraceae,Carpesium,faberi,,False,Carpesium faberi,2558930
OM302258.1,rrn16,genomic DNA,1491,Carpesium faberi,189340-1,Asteraceae,Carpesium,faberi,,False,Carpesium faberi,2558930
NC_080873.1,rrn16,genomic DNA,1490,Carpesium lipskyi,189350-1,Asteraceae,Carpesium,lipskyi,,False,Carpesium lipskyi,1898829
OR004472.1,rrn16,genomic DNA,1490,Carpesium lipskyi,189350-1,Asteraceae,Carpesium,lipskyi,,False,Carpesium lipskyi,1898829
OQ555798.1,rrn16,genomic DNA,1490,Carpesium longifolium,189375-1,Asteraceae,Carpesium,longifolium,,False,Carpesium longifolium,2558928
PV325052.1,16S ribosomal RNA,genomic DNA,1491,Carpesium nepalense,189356-1,Asteraceae,Carpesium,nepalense,,False,Carpesium nepalense,1205706
MZ779039.1,rrn16,genomic DNA,1491,Carthamus tinctorius,324467-2,Asteraceae,Carthamus,tinctorius,,False,Carthamus tinctorius,4222
MZ779038.1,rrn16,genomic DNA,1491,Carthamus tinctorius,324467-2,Asteraceae,Carthamus,tinctorius,,False,Carthamus tinctorius,4222
OR783469.1,16S ribosomal RNA,genomic DNA,1491,Cassinia subtropica,189590-1,Asteraceae,Cassinia,subtropica,,False,Cassinia subtropica,1284881
MN228501.1,16S ribosomal RNA,genomic DNA,1490,Centaurea stoebe subsp. stoebe,77179784-1,Asteraceae,Centaurea,stoebe,stoebe,True,Centaurea maculosa,215693
NC_060470.1,16S ribosomal RNA,genomic DNA,1490,Centaurea stoebe subsp. stoebe,77179784-1,Asteraceae,Centaurea,stoebe,stoebe,True,Centaurea maculosa,215693
NC_065155.1,rrn16,genomic DNA,1491,Centipeda minima,191968-1,Asteraceae,Centipeda,minima,,False,Centipeda minima,397370
MZ343554.1,rrn16,genomic DNA,1491,Centipeda minima,191968-1,Asteraceae,Centipeda,minima,,False,Centipeda minima,397370
NC_066003.1,rrn16,genomic DNA,1491,Chamaemelum fuscatum,192458-1,Asteraceae,Chamaemelum,fuscatum,,False,Chamaemelum fuscatum,179395
ON641282.1,rrn16,genomic DNA,1491,Chamaemelum fuscatum,192458-1,Asteraceae,Chamaemelum,fuscatum,,False,Chamaemelum fuscatum,179395
ON515469.1,rrn16,genomic DNA,1490,Chaochienchangia falcifolia,77212644-1,Asteraceae,Chaochienchangia,falcifolia,,False,Aster falcifolius,1196474
NC_069916.1,rrn16,genomic DNA,1490,Chaochienchangia falcifolia,77212644-1,Asteraceae,Chaochienchangia,falcifolia,,False,Aster falcifolius,1196474
OR783470.1,16S ribosomal RNA,genomic DNA,1491,Chevreulia acuminata,192757-1,Asteraceae,Chevreulia,acuminata,,False,Chevreulia acuminata,1548838
OR069730.1,rrn16,genomic DNA,1491,Chimantaea humilis,56484-2,Asteraceae,Chimantaea,humilis,,False,Chimantaea humilis,496607
NC_081942.1,16S ribosomal RNA,genomic DNA,1491,Chimantaea humilis,56484-2,Asteraceae,Chimantaea,humilis,,False,Chimantaea humilis,496607
NC_050055.1,rrn16,genomic DNA,1491,Chromolaena odorata,57443-2,Asteraceae,Chromolaena,odorata,,False,Chromolaena odorata,103745
